mae,mse,rmse,r2,train_time_sec,predict_time_sec,model
584.2177453171573,620248.5457538534,787.5585982984717,0.818791357727124,0.05289280000215513,0.007099499998730607,Linear Regression
581.1652803480533,610489.6968793056,781.3384010013239,0.821642453093343,0.015729599999758648,0.004998399999749381,Ridge Regression
580.3280682918651,607342.1825352373,779.3216168792171,0.8225620147831328,0.01461139999810257,0.004865800001425669,Lasso Regression
548.9257537342243,533403.967910606,730.3451019282637,0.8441634253401308,0.015619400001014583,0.004570199998852331,Decision Tree
438.08232876712333,330843.5836671233,575.1900413490513,0.903342431011835,0.3037283000012394,0.05306659999769181,Random Forest
419.28702588772467,294166.651238136,542.3713222858819,0.9140577759710288,0.21740090000093915,0.00914790000024368,Gradient Boosting
394.52719178082185,282614.2554678082,531.6147622741568,0.9174328648235075,0.20739599999797065,0.05664760000217939,Extra Trees
621.7273118690698,603297.4107676351,776.7222223984808,0.8237437146119007,0.17860749999817926,0.016670799999701558,AdaBoost
470.3421120033741,490991.57774295536,700.7079118598243,0.8565544122927669,0.05041220000202884,0.0176644999992277,Support Vector Regressor
